"","quadrat","values","site","trait"
"1555","A10",0.20982019337401,"WFDP","fdis_meta"
"1556","A11",0.266478301366307,"WFDP","fdis_meta"
"1557","A12",0.315787332269438,"WFDP","fdis_meta"
"1558","A13",0.279423709463361,"WFDP","fdis_meta"
"1559","A14",0.330943161685983,"WFDP","fdis_meta"
"1560","A15",0.341168078145495,"WFDP","fdis_meta"
"1561","A16",0.283448637344006,"WFDP","fdis_meta"
"1562","A17",0.247086080035414,"WFDP","fdis_meta"
"1563","A18",0.276772609220392,"WFDP","fdis_meta"
"1564","A19",0.185723372232324,"WFDP","fdis_meta"
"1565","A20",0.165138821469563,"WFDP","fdis_meta"
"1566","A21",0.307335341161548,"WFDP","fdis_meta"
"1567","A22",0.355071187238402,"WFDP","fdis_meta"
"1568","A23",0.299059330777831,"WFDP","fdis_meta"
"1569","A24",0.286010733717072,"WFDP","fdis_meta"
"1570","A25",0.31173052489877,"WFDP","fdis_meta"
"1571","A26",0.266220970362048,"WFDP","fdis_meta"
"1572","A27",0.330340833906075,"WFDP","fdis_meta"
"1573","A28",0.334035325047695,"WFDP","fdis_meta"
"1574","A29",0.291552925289272,"WFDP","fdis_meta"
"1575","A30",0.296681923927429,"WFDP","fdis_meta"
"1576","A31",0.175057540266423,"WFDP","fdis_meta"
"1577","A32",0.303784494777199,"WFDP","fdis_meta"
"1578","A33",0.363691923095963,"WFDP","fdis_meta"
"1579","A34",0.289000002483242,"WFDP","fdis_meta"
"1580","A35",0.359788073078027,"WFDP","fdis_meta"
"1581","A36",0.285702455879112,"WFDP","fdis_meta"
"1582","A37",0.281770114703325,"WFDP","fdis_meta"
"1583","A38",0.266897927280534,"WFDP","fdis_meta"
"1584","A39",0.209278778779531,"WFDP","fdis_meta"
"1585","A40",0.282670464089404,"WFDP","fdis_meta"
"1586","B01",0.341412727108673,"WFDP","fdis_meta"
"1587","B02",0.308848029935075,"WFDP","fdis_meta"
"1588","B03",0.343501153290357,"WFDP","fdis_meta"
"1589","B04",0.317665286990436,"WFDP","fdis_meta"
"1590","B05",0.257645145657933,"WFDP","fdis_meta"
"1591","B06",0.301928448837956,"WFDP","fdis_meta"
"1592","B07",0.348437743069963,"WFDP","fdis_meta"
"1593","B08",0.357347118833685,"WFDP","fdis_meta"
"1594","B09",0.260507636608148,"WFDP","fdis_meta"
"1595","B10",0.111215477541653,"WFDP","fdis_meta"
"1596","B11",0.289671968012972,"WFDP","fdis_meta"
"1597","B12",0.297474790792132,"WFDP","fdis_meta"
"1598","B13",0.350037707977822,"WFDP","fdis_meta"
"1599","B14",0.308212097682595,"WFDP","fdis_meta"
"1600","B15",0.332621215084674,"WFDP","fdis_meta"
"1601","B16",0.378373259244862,"WFDP","fdis_meta"
"1602","B17",0.346617957824246,"WFDP","fdis_meta"
"1603","B18",0.265307259005223,"WFDP","fdis_meta"
"1604","B19",0.293860472028944,"WFDP","fdis_meta"
"1605","B20",0.238271450210107,"WFDP","fdis_meta"
"1606","B21",0.264196252872297,"WFDP","fdis_meta"
"1607","B22",0.287984605837031,"WFDP","fdis_meta"
"1608","B23",0.350121180357954,"WFDP","fdis_meta"
"1609","B24",0.294524238402245,"WFDP","fdis_meta"
"1610","B25",0.275054804973407,"WFDP","fdis_meta"
"1611","B26",0.225577628780645,"WFDP","fdis_meta"
"1612","B27",0.324614429028523,"WFDP","fdis_meta"
"1613","B28",0.342513874161319,"WFDP","fdis_meta"
"1614","B29",0.315893616898625,"WFDP","fdis_meta"
"1615","B30",0.335191004589401,"WFDP","fdis_meta"
"1616","B31",0.307920657161072,"WFDP","fdis_meta"
"1617","B32",0.273797382924694,"WFDP","fdis_meta"
"1618","B33",0.279726218934058,"WFDP","fdis_meta"
"1619","B34",0.0524063721491799,"WFDP","fdis_meta"
"1620","B35",0.32638363692296,"WFDP","fdis_meta"
"1621","B36",0.301687904692711,"WFDP","fdis_meta"
"1622","B37",0.34344400516793,"WFDP","fdis_meta"
"1623","B38",0.353767834367897,"WFDP","fdis_meta"
"1624","B39",0.306733481836656,"WFDP","fdis_meta"
"1625","B40",0.363417535169351,"WFDP","fdis_meta"
"1626","C01",0.301100306676648,"WFDP","fdis_meta"
"1627","C02",0.297922007387425,"WFDP","fdis_meta"
"1628","C03",0.171638283223179,"WFDP","fdis_meta"
"1629","C04",0.294916495048479,"WFDP","fdis_meta"
"1630","C05",0.214408913027667,"WFDP","fdis_meta"
"1631","C06",0.25973210016263,"WFDP","fdis_meta"
"1632","C07",0.266341561818017,"WFDP","fdis_meta"
"1633","C08",0.356896171032946,"WFDP","fdis_meta"
"1634","C09",0.272835110816175,"WFDP","fdis_meta"
"1635","C10",0.262528866067532,"WFDP","fdis_meta"
"1636","C11",0.285326310271735,"WFDP","fdis_meta"
"1637","C12",0.28435921969265,"WFDP","fdis_meta"
"1638","C13",0.389304068386026,"WFDP","fdis_meta"
"1639","C14",0.292203904509524,"WFDP","fdis_meta"
"1640","C15",0.351294970781094,"WFDP","fdis_meta"
"1641","C16",0.332602094456074,"WFDP","fdis_meta"
"1642","C17",0.163227544720074,"WFDP","fdis_meta"
"1643","C18",0.281523663407145,"WFDP","fdis_meta"
"1644","C19",0.272561483250097,"WFDP","fdis_meta"
"1645","C20",0.325928110888716,"WFDP","fdis_meta"
"1646","C21",0.232156036168147,"WFDP","fdis_meta"
"1647","C22",0.279736521565072,"WFDP","fdis_meta"
"1648","C23",0.266424481681938,"WFDP","fdis_meta"
"1649","C24",0.295482257649194,"WFDP","fdis_meta"
"1650","C25",0.345085524816322,"WFDP","fdis_meta"
"1651","C26",0.307614107334614,"WFDP","fdis_meta"
"1652","C27",0.338000209002368,"WFDP","fdis_meta"
"1653","C28",0.348770803309193,"WFDP","fdis_meta"
"1654","C29",0.295769180465477,"WFDP","fdis_meta"
"1655","C30",0.277075259646463,"WFDP","fdis_meta"
"1656","C31",0.306079115252004,"WFDP","fdis_meta"
"1657","C32",0.302734623916108,"WFDP","fdis_meta"
"1658","C33",0.33191736760677,"WFDP","fdis_meta"
"1659","C34",0.330454907249383,"WFDP","fdis_meta"
"1660","C35",0.33888529920856,"WFDP","fdis_meta"
"1661","C36",0.321571088701524,"WFDP","fdis_meta"
"1662","C37",0.310355408763416,"WFDP","fdis_meta"
"1663","C38",0.25756266271936,"WFDP","fdis_meta"
"1664","C39",0.378785906337646,"WFDP","fdis_meta"
"1665","C40",0.339002863662365,"WFDP","fdis_meta"
"1666","D01",0.245187684670229,"WFDP","fdis_meta"
"1667","D02",0.286800358893563,"WFDP","fdis_meta"
"1668","D03",0.284363307642064,"WFDP","fdis_meta"
"1669","D04",0.114509528386668,"WFDP","fdis_meta"
"1670","D05",0.219775259766252,"WFDP","fdis_meta"
"1671","D06",0.285236623925419,"WFDP","fdis_meta"
"1672","D07",0.364801109806752,"WFDP","fdis_meta"
"1673","D08",0.299844223763863,"WFDP","fdis_meta"
"1674","D09",0.164235158124179,"WFDP","fdis_meta"
"1675","D10",0.296995674788774,"WFDP","fdis_meta"
"1676","D11",0.332099129690292,"WFDP","fdis_meta"
"1677","D12",0.276988560024978,"WFDP","fdis_meta"
"1678","D13",0.290037655907235,"WFDP","fdis_meta"
"1679","D14",0.16651375848086,"WFDP","fdis_meta"
"1680","D15",0.283286618527315,"WFDP","fdis_meta"
"1681","D16",0.278769428872444,"WFDP","fdis_meta"
"1682","D17",0.155390645721554,"WFDP","fdis_meta"
"1683","D18",0.19455865660383,"WFDP","fdis_meta"
"1684","D19",0.187675638988812,"WFDP","fdis_meta"
"1685","D20",0.322593305122188,"WFDP","fdis_meta"
"1686","D21",0.226164574139391,"WFDP","fdis_meta"
"1687","D22",0.301953078850526,"WFDP","fdis_meta"
"1688","D23",0.228494631913994,"WFDP","fdis_meta"
"1689","D24",0.311958799139433,"WFDP","fdis_meta"
"1690","D25",0.337138103272517,"WFDP","fdis_meta"
"1691","D26",0.331635326048364,"WFDP","fdis_meta"
"1692","D27",0.32160748197654,"WFDP","fdis_meta"
"1693","D28",0.24356635041309,"WFDP","fdis_meta"
"1694","D29",0.304979097798097,"WFDP","fdis_meta"
"1695","D30",0.313434786377627,"WFDP","fdis_meta"
"1696","D31",0.362487745497268,"WFDP","fdis_meta"
"1697","D32",0.34285415089104,"WFDP","fdis_meta"
"1698","D33",0.373514129608004,"WFDP","fdis_meta"
"1699","D34",0.299618548789739,"WFDP","fdis_meta"
"1700","D35",0.367649735682293,"WFDP","fdis_meta"
"1701","D36",0.354678519162047,"WFDP","fdis_meta"
"1702","D37",0.371211707589259,"WFDP","fdis_meta"
"1703","D38",0.313842617257387,"WFDP","fdis_meta"
"1704","D39",0.361002587672135,"WFDP","fdis_meta"
"1705","D40",0.350226416117461,"WFDP","fdis_meta"
"1706","E01",0.283998104061948,"WFDP","fdis_meta"
"1707","E02",0.349541754854361,"WFDP","fdis_meta"
"1708","E03",0.352761913181956,"WFDP","fdis_meta"
"1709","E04",0.269416852926376,"WFDP","fdis_meta"
"1710","E05",0.35112109535799,"WFDP","fdis_meta"
"1711","E06",0.325522804944316,"WFDP","fdis_meta"
"1712","E07",0.310593348863016,"WFDP","fdis_meta"
"1713","E08",0.304597249781747,"WFDP","fdis_meta"
"1714","E09",0.340338578162945,"WFDP","fdis_meta"
"1715","E10",0.344290580949798,"WFDP","fdis_meta"
"1716","E11",0.335077307859161,"WFDP","fdis_meta"
"1717","E12",0.305671439138436,"WFDP","fdis_meta"
"1718","E13",0.308659691568689,"WFDP","fdis_meta"
"1719","E14",0.314651586560245,"WFDP","fdis_meta"
"1720","E15",0.257404820837907,"WFDP","fdis_meta"
"1721","E16",0.138226736900748,"WFDP","fdis_meta"
"1722","E17",0.242956803615117,"WFDP","fdis_meta"
"1723","E18",0.279729931946115,"WFDP","fdis_meta"
"1724","E19",0.259591135844477,"WFDP","fdis_meta"
"1725","E20",0.32449650627707,"WFDP","fdis_meta"
"1726","E21",0.305127596273794,"WFDP","fdis_meta"
"1727","E22",0.311413042213475,"WFDP","fdis_meta"
"1728","E23",0.268744569454195,"WFDP","fdis_meta"
"1729","E24",0.295826751144757,"WFDP","fdis_meta"
"1730","E25",0.345505876013217,"WFDP","fdis_meta"
"1731","E26",0.303991217413635,"WFDP","fdis_meta"
"1732","E27",0.36037372336783,"WFDP","fdis_meta"
"1733","E28",0.315451737421791,"WFDP","fdis_meta"
"1734","E29",0.282511637341025,"WFDP","fdis_meta"
"1735","E30",0.301155931330736,"WFDP","fdis_meta"
"1736","E31",0.344318926678058,"WFDP","fdis_meta"
"1737","E32",0.337823729987286,"WFDP","fdis_meta"
"1738","E33",0.317232298016344,"WFDP","fdis_meta"
"1739","E34",0.310163514556881,"WFDP","fdis_meta"
"1740","E35",0.317193313963914,"WFDP","fdis_meta"
"1741","E36",0.297398635450683,"WFDP","fdis_meta"
"1742","E37",0.335434956846419,"WFDP","fdis_meta"
"1743","E38",0.301156753423052,"WFDP","fdis_meta"
"1744","E39",0.303063008969604,"WFDP","fdis_meta"
"1745","E40",0.315105149179119,"WFDP","fdis_meta"
"1746","F01",0.294307299152508,"WFDP","fdis_meta"
"1747","F02",0.258525710997924,"WFDP","fdis_meta"
"1748","F03",0.243176511698697,"WFDP","fdis_meta"
"1749","F04",0.314960542155589,"WFDP","fdis_meta"
"1750","F05",0.332932139066225,"WFDP","fdis_meta"
"1751","F06",0.254622957790121,"WFDP","fdis_meta"
"1752","F07",0.25051353510265,"WFDP","fdis_meta"
"1753","F08",0.372407678844383,"WFDP","fdis_meta"
"1754","F09",0.366779137677823,"WFDP","fdis_meta"
"1755","F10",0.371920165503268,"WFDP","fdis_meta"
"1756","F11",0.349731607987719,"WFDP","fdis_meta"
"1757","F12",0.273852762922191,"WFDP","fdis_meta"
"1758","F13",0.358413297263573,"WFDP","fdis_meta"
"1759","F14",0.287782857744261,"WFDP","fdis_meta"
"1760","F15",0.301742499324596,"WFDP","fdis_meta"
"1761","F16",0.281203928904304,"WFDP","fdis_meta"
"1762","F17",0.321473283245677,"WFDP","fdis_meta"
"1763","F18",0.3160749281283,"WFDP","fdis_meta"
"1764","F19",0.30761481252846,"WFDP","fdis_meta"
"1765","F20",0.184563685091791,"WFDP","fdis_meta"
"1766","F21",0.261196752756876,"WFDP","fdis_meta"
"1767","F22",0.298931674733218,"WFDP","fdis_meta"
"1768","F23",0.320519032429869,"WFDP","fdis_meta"
"1769","F24",0.252398359417634,"WFDP","fdis_meta"
"1770","F25",0.303887535699471,"WFDP","fdis_meta"
"1771","F26",0.356283588378302,"WFDP","fdis_meta"
"1772","F27",0.246475816286865,"WFDP","fdis_meta"
"1773","F28",0.312068887551483,"WFDP","fdis_meta"
"1774","F29",0.322800931539376,"WFDP","fdis_meta"
"1775","F30",0.342845068350655,"WFDP","fdis_meta"
"1776","F31",0.329249491829053,"WFDP","fdis_meta"
"1777","F32",0.261074805967717,"WFDP","fdis_meta"
"1778","F33",0.223424670559092,"WFDP","fdis_meta"
"1779","F34",0.296653986869668,"WFDP","fdis_meta"
"1780","F35",0.322823679866444,"WFDP","fdis_meta"
"1781","F36",0.269956014387931,"WFDP","fdis_meta"
"1782","F37",0.289865321764111,"WFDP","fdis_meta"
"1783","F38",0.367097122514789,"WFDP","fdis_meta"
"1784","F39",0.320116954563542,"WFDP","fdis_meta"
"1785","F40",0.358423359283503,"WFDP","fdis_meta"
"1786","G01",0.333285255225489,"WFDP","fdis_meta"
"1787","G02",0.361588009536455,"WFDP","fdis_meta"
"1788","G03",0.347695206154382,"WFDP","fdis_meta"
"1789","G04",0.296562617244548,"WFDP","fdis_meta"
"1790","G05",0.31724209412701,"WFDP","fdis_meta"
"1791","G06",0.295828070826975,"WFDP","fdis_meta"
"1792","G07",0.314105550386675,"WFDP","fdis_meta"
"1793","G08",0.343202261553623,"WFDP","fdis_meta"
"1794","G09",0.315198865336487,"WFDP","fdis_meta"
"1795","G10",0.335177248401696,"WFDP","fdis_meta"
"1796","G11",0.339531016826487,"WFDP","fdis_meta"
"1797","G12",0.28117626244412,"WFDP","fdis_meta"
"1798","G13",0.366152702553645,"WFDP","fdis_meta"
"1799","G14",0.25794908310649,"WFDP","fdis_meta"
"1800","G15",0.329113264986912,"WFDP","fdis_meta"
"1801","G16",0.357761435584645,"WFDP","fdis_meta"
"1802","G17",0.321058627268955,"WFDP","fdis_meta"
"1803","G18",0.310641012975542,"WFDP","fdis_meta"
"1804","G19",0.351808286217673,"WFDP","fdis_meta"
"1805","G20",0.170510511046943,"WFDP","fdis_meta"
"1806","G21",0.224068894037713,"WFDP","fdis_meta"
"1807","G22",0.281499117564884,"WFDP","fdis_meta"
"1808","G23",0.328392369153006,"WFDP","fdis_meta"
"1809","G24",0.263888967514,"WFDP","fdis_meta"
"1810","G25",0.326432892424924,"WFDP","fdis_meta"
"1811","G26",0.32544388048186,"WFDP","fdis_meta"
"1812","G27",0.366775710441429,"WFDP","fdis_meta"
"1813","G28",0.332332022151205,"WFDP","fdis_meta"
"1814","G29",0.32073554276752,"WFDP","fdis_meta"
"1815","G30",0.31957482580595,"WFDP","fdis_meta"
"1816","G31",0.310700395058776,"WFDP","fdis_meta"
"1817","G32",0.255263773164573,"WFDP","fdis_meta"
"1818","G33",0.223475713551963,"WFDP","fdis_meta"
"1819","G34",0.302624131156901,"WFDP","fdis_meta"
"1820","G35",0.313369762218921,"WFDP","fdis_meta"
"1821","G36",0.334656133071138,"WFDP","fdis_meta"
"1822","G37",0.326407417586979,"WFDP","fdis_meta"
"1823","G38",0.342856681168185,"WFDP","fdis_meta"
"1824","G39",0.332224070735434,"WFDP","fdis_meta"
"1825","G40",0.329973740798637,"WFDP","fdis_meta"
"1826","H01",0.374273919273008,"WFDP","fdis_meta"
"1827","H02",0.309977524113831,"WFDP","fdis_meta"
"1828","H03",0.325171148415216,"WFDP","fdis_meta"
"1829","H04",0.278998160782718,"WFDP","fdis_meta"
"1830","H05",0.348430427018363,"WFDP","fdis_meta"
"1831","H06",0.356051276911866,"WFDP","fdis_meta"
"1832","H07",0.328197979906131,"WFDP","fdis_meta"
"1833","H08",0.363543157748416,"WFDP","fdis_meta"
"1834","H09",0.326790041757324,"WFDP","fdis_meta"
"1835","H10",0.325359172650206,"WFDP","fdis_meta"
"1836","H11",0.30949604194742,"WFDP","fdis_meta"
"1837","H12",0.292270738069071,"WFDP","fdis_meta"
"1838","H13",0.378715011601775,"WFDP","fdis_meta"
"1839","H14",0.197594043897601,"WFDP","fdis_meta"
"1840","H15",0.286421460404957,"WFDP","fdis_meta"
"1841","H16",0.381754858253701,"WFDP","fdis_meta"
"1842","H17",0.289870674277459,"WFDP","fdis_meta"
"1843","H18",0.330615852027266,"WFDP","fdis_meta"
"1844","H19",0.31437432361661,"WFDP","fdis_meta"
"1845","H20",0.301560102757656,"WFDP","fdis_meta"
"1846","H21",0.341005840101195,"WFDP","fdis_meta"
"1847","H22",0.253071818952556,"WFDP","fdis_meta"
"1848","H23",0.249862799777782,"WFDP","fdis_meta"
"1849","H24",0.266847952848123,"WFDP","fdis_meta"
"1850","H25",0.354188722761673,"WFDP","fdis_meta"
"1851","H26",0.329187008099801,"WFDP","fdis_meta"
"1852","H27",0.37542102478113,"WFDP","fdis_meta"
"1853","H28",0.362360648483814,"WFDP","fdis_meta"
"1854","H29",0.350366449408998,"WFDP","fdis_meta"
"1855","H30",0.319388020328464,"WFDP","fdis_meta"
"1856","H31",0.307757379115799,"WFDP","fdis_meta"
"1857","H32",0.272738565782431,"WFDP","fdis_meta"
"1858","H33",0.240858231799687,"WFDP","fdis_meta"
"1859","H34",0.330702375688094,"WFDP","fdis_meta"
"1860","H35",0.379070077240319,"WFDP","fdis_meta"
"1861","H36",0.349785759193188,"WFDP","fdis_meta"
"1862","H37",0.351915707388795,"WFDP","fdis_meta"
"1863","H38",0.282865611006001,"WFDP","fdis_meta"
"1864","H39",0.244122230014402,"WFDP","fdis_meta"
"1865","H40",0.252434293951562,"WFDP","fdis_meta"
"1866","I01",0.356498522731975,"WFDP","fdis_meta"
"1867","I02",0.313293107415761,"WFDP","fdis_meta"
"1868","I03",0.329270558112965,"WFDP","fdis_meta"
"1869","I04",0.306852846039004,"WFDP","fdis_meta"
"1870","I05",0.336829323694256,"WFDP","fdis_meta"
"1871","I06",0.303195283840345,"WFDP","fdis_meta"
"1872","I07",0.325832744946528,"WFDP","fdis_meta"
"1873","I08",0.378176135844875,"WFDP","fdis_meta"
"1874","I09",0.370575995005434,"WFDP","fdis_meta"
"1875","I10",0.31643004384278,"WFDP","fdis_meta"
"1876","I11",0.365318864730972,"WFDP","fdis_meta"
"1877","I12",0.337458788417945,"WFDP","fdis_meta"
"1878","I13",0.286913738618164,"WFDP","fdis_meta"
"1879","I14",0.265390293165465,"WFDP","fdis_meta"
"1880","I15",0.317967059775977,"WFDP","fdis_meta"
"1881","I16",0.368936325974471,"WFDP","fdis_meta"
"1882","I17",0.37265660430658,"WFDP","fdis_meta"
"1883","I18",0.278365431975984,"WFDP","fdis_meta"
"1884","I19",0.330486731401958,"WFDP","fdis_meta"
"1885","I20",0.236063931854439,"WFDP","fdis_meta"
"1886","I21",0.106346459489279,"WFDP","fdis_meta"
"1887","I22",0.27921819989042,"WFDP","fdis_meta"
"1888","I23",0.321589945909862,"WFDP","fdis_meta"
"1889","I24",0.294378785425845,"WFDP","fdis_meta"
"1890","I25",0.366040086548451,"WFDP","fdis_meta"
"1891","I26",0.358595967840113,"WFDP","fdis_meta"
"1892","I27",0.311274620488611,"WFDP","fdis_meta"
"1893","I28",0.285596621745339,"WFDP","fdis_meta"
"1894","I29",0.37023679996415,"WFDP","fdis_meta"
"1895","I30",0.311398090824924,"WFDP","fdis_meta"
"1896","I31",0.350627879401884,"WFDP","fdis_meta"
"1897","I32",0.320863188907826,"WFDP","fdis_meta"
"1898","I33",0.354876902754144,"WFDP","fdis_meta"
"1899","I34",0.342913749725076,"WFDP","fdis_meta"
"1900","I35",0.352065732771832,"WFDP","fdis_meta"
"1901","I36",0.364988151784221,"WFDP","fdis_meta"
"1902","I37",0.347710808837698,"WFDP","fdis_meta"
"1903","I38",0.288782948714113,"WFDP","fdis_meta"
"1904","I39",0.318929286612793,"WFDP","fdis_meta"
"1905","I40",0.180198545044455,"WFDP","fdis_meta"
"1906","J01",0.298716959069911,"WFDP","fdis_meta"
"1907","J02",0.284675347425896,"WFDP","fdis_meta"
"1908","J03",0.31864075437407,"WFDP","fdis_meta"
"1909","J04",0.350532003845957,"WFDP","fdis_meta"
"1910","J05",0.207027728098185,"WFDP","fdis_meta"
"1911","J06",0.330049130679798,"WFDP","fdis_meta"
"1912","J07",0.331118281930547,"WFDP","fdis_meta"
"1913","J08",0.317927402618016,"WFDP","fdis_meta"
"1914","J09",0.368344589274267,"WFDP","fdis_meta"
"1915","J10",0.316864378498087,"WFDP","fdis_meta"
"1916","J11",0.329729056512107,"WFDP","fdis_meta"
"1917","J12",0.349830388500488,"WFDP","fdis_meta"
"1918","J13",0.280015554044789,"WFDP","fdis_meta"
"1919","J14",0.368868054099663,"WFDP","fdis_meta"
"1920","J15",0.366651006896637,"WFDP","fdis_meta"
"1921","J16",0.339890528165769,"WFDP","fdis_meta"
"1922","J17",0.289212661418695,"WFDP","fdis_meta"
"1923","J18",0.281604497263607,"WFDP","fdis_meta"
"1924","J19",0.34480584112889,"WFDP","fdis_meta"
"1925","J20",0.1925557260109,"WFDP","fdis_meta"
"1926","J21",0.263529712996302,"WFDP","fdis_meta"
"1927","J22",0.308963044565679,"WFDP","fdis_meta"
"1928","J23",0.328409755146037,"WFDP","fdis_meta"
"1929","J24",0.348382159557117,"WFDP","fdis_meta"
"1930","J25",0.307325506080664,"WFDP","fdis_meta"
"1931","J26",0.297497129420732,"WFDP","fdis_meta"
"1932","J27",0.353554510285323,"WFDP","fdis_meta"
"1933","J28",0.356284089139071,"WFDP","fdis_meta"
"1934","J29",0.279882047348995,"WFDP","fdis_meta"
"1935","J30",0.329326603873839,"WFDP","fdis_meta"
"1936","J31",0.380157072669665,"WFDP","fdis_meta"
"1937","J32",0.383757003045029,"WFDP","fdis_meta"
"1938","J33",0.337182949268203,"WFDP","fdis_meta"
"1939","J34",0.252160048501618,"WFDP","fdis_meta"
"1940","J35",0.327068306363097,"WFDP","fdis_meta"
"1941","J36",0.313674486428746,"WFDP","fdis_meta"
"1942","J37",0.326159633201648,"WFDP","fdis_meta"
"1943","J38",0.368977387355301,"WFDP","fdis_meta"
"1944","J39",0.377586435090602,"WFDP","fdis_meta"
"1945","J40",0.353035483700735,"WFDP","fdis_meta"
"1946","K01",0.258220874109493,"WFDP","fdis_meta"
"1947","K02",0.31646527745938,"WFDP","fdis_meta"
"1948","K03",0.356383237952452,"WFDP","fdis_meta"
"1949","K04",0.354766813759125,"WFDP","fdis_meta"
"1950","K05",0.33735919772037,"WFDP","fdis_meta"
"1951","K06",0.325259277285435,"WFDP","fdis_meta"
"1952","K07",0.298448785978861,"WFDP","fdis_meta"
"1953","K08",0.307673279833982,"WFDP","fdis_meta"
"1954","K09",0.324530923565994,"WFDP","fdis_meta"
"1955","K10",0.31016506453636,"WFDP","fdis_meta"
"1956","K11",0.265216856860349,"WFDP","fdis_meta"
"1957","K12",0.326069644835214,"WFDP","fdis_meta"
"1958","K13",0.293908829935172,"WFDP","fdis_meta"
"1959","K14",0.27676869103524,"WFDP","fdis_meta"
"1960","K15",0.330368408979451,"WFDP","fdis_meta"
"1961","K16",0.38048422678622,"WFDP","fdis_meta"
"1962","K17",0.3053671512843,"WFDP","fdis_meta"
"1963","K18",0.318948242701265,"WFDP","fdis_meta"
"1964","K19",0.272855669755995,"WFDP","fdis_meta"
"1965","K20",0.295490714787728,"WFDP","fdis_meta"
"1966","K21",0.32639174179507,"WFDP","fdis_meta"
"1967","K22",0.31334129384222,"WFDP","fdis_meta"
"1968","K23",0.318917331413448,"WFDP","fdis_meta"
"1969","K24",0.338905429165784,"WFDP","fdis_meta"
"1970","K25",0.360842141619898,"WFDP","fdis_meta"
"1971","K26",0.370679425161132,"WFDP","fdis_meta"
"1972","K27",0.344737360420555,"WFDP","fdis_meta"
"1973","K28",0.310817897441398,"WFDP","fdis_meta"
"1974","K29",0.333585766565041,"WFDP","fdis_meta"
"1975","K30",0.273594664593113,"WFDP","fdis_meta"
"1976","K31",0.342722516176898,"WFDP","fdis_meta"
"1977","K32",0.280081212956371,"WFDP","fdis_meta"
"1978","K33",0.360997954134639,"WFDP","fdis_meta"
"1979","K34",0.338538972539443,"WFDP","fdis_meta"
"1980","K35",0.304445620491813,"WFDP","fdis_meta"
"1981","K36",0.290245604864882,"WFDP","fdis_meta"
"1982","K37",0.334867399374457,"WFDP","fdis_meta"
"1983","K38",0.355332671736108,"WFDP","fdis_meta"
"1984","K39",0.328317272981707,"WFDP","fdis_meta"
"1985","K40",0.315378789593959,"WFDP","fdis_meta"
"1986","L01",0.360472485267525,"WFDP","fdis_meta"
"1987","L02",0.344285200099745,"WFDP","fdis_meta"
"1988","L03",0.331992313511283,"WFDP","fdis_meta"
"1989","L04",0.272352455751414,"WFDP","fdis_meta"
"1990","L05",0.371050719479855,"WFDP","fdis_meta"
"1991","L06",0.343814796170548,"WFDP","fdis_meta"
"1992","L07",0.314720841127081,"WFDP","fdis_meta"
"1993","L08",0.211894835968562,"WFDP","fdis_meta"
"1994","L09",0.307903710633851,"WFDP","fdis_meta"
"1995","L10",0.321130757443734,"WFDP","fdis_meta"
"1996","L11",0.325883336066519,"WFDP","fdis_meta"
"1997","L12",0.237562354011103,"WFDP","fdis_meta"
"1998","L13",0.288641706019814,"WFDP","fdis_meta"
"1999","L14",0.33888915630313,"WFDP","fdis_meta"
"2000","L15",0.322127751672792,"WFDP","fdis_meta"
"2001","L16",0.328494681120052,"WFDP","fdis_meta"
"2002","L17",0.22904632155028,"WFDP","fdis_meta"
"2003","L18",0.31689056167115,"WFDP","fdis_meta"
"2004","L19",0.279827866403884,"WFDP","fdis_meta"
"2005","L20",0.237628840940666,"WFDP","fdis_meta"
"2006","L21",0.276110380269764,"WFDP","fdis_meta"
"2007","L22",0.206302607341935,"WFDP","fdis_meta"
"2008","L23",0.290734374084236,"WFDP","fdis_meta"
"2009","L24",0.30616726889354,"WFDP","fdis_meta"
"2010","L25",0.28921348001759,"WFDP","fdis_meta"
"2011","L26",0.326497646788011,"WFDP","fdis_meta"
"2012","L27",0.304429430411821,"WFDP","fdis_meta"
"2013","L28",0.269512662033875,"WFDP","fdis_meta"
"2014","L29",0.327945955672723,"WFDP","fdis_meta"
"2015","L30",0.296458800313148,"WFDP","fdis_meta"
"2016","L31",0.343595133844778,"WFDP","fdis_meta"
"2017","L32",0.322570014456554,"WFDP","fdis_meta"
"2018","L33",0.339748109644843,"WFDP","fdis_meta"
"2019","L34",0.314643119149742,"WFDP","fdis_meta"
"2020","L35",0.309882231701122,"WFDP","fdis_meta"
"2021","L36",0.297656466082908,"WFDP","fdis_meta"
"2022","L37",0.316368986279521,"WFDP","fdis_meta"
"2023","L38",0.291029423500185,"WFDP","fdis_meta"
"2024","L39",0.341678612646867,"WFDP","fdis_meta"
"2025","L40",0.323130309268741,"WFDP","fdis_meta"
"2026","M01",0.345343992689143,"WFDP","fdis_meta"
"2027","M02",0.326710083679367,"WFDP","fdis_meta"
"2028","M03",0.16180472032873,"WFDP","fdis_meta"
"2029","M04",0.262342348899226,"WFDP","fdis_meta"
"2030","M05",0.355257863386795,"WFDP","fdis_meta"
"2031","M06",0.29014463347356,"WFDP","fdis_meta"
"2032","M07",0.291005051647523,"WFDP","fdis_meta"
"2033","M08",0.326239057547225,"WFDP","fdis_meta"
"2034","M09",0.335590949177222,"WFDP","fdis_meta"
"2035","M10",0.193422321894073,"WFDP","fdis_meta"
"2036","M11",0.2276798446092,"WFDP","fdis_meta"
